Player,BattingOrder,Position,Team,Opponent,Game.ID,X1B.Ump,X2B.Ump,X3B.Ump,HP.Ump,H.A,Precipitation,Sky,Stadium,Temperature,Wind.Direction,Wind.Speed,PitchHand,HomeRun
Ozzie Albies,8,2B,ATL,CHC,CHN201906250,Ted Barrett,Nic Lentz,John Tumpane,Lance Barksdale,A,No Precipitation,Cloudy,Wrigley Field,84,out to Centerfield,15,(L),1
David Freese,3,1B,LAD,CHC,LAN201906160,Fieldin Culbreth,CB Bucknor,Chris Segal,DJ Reyburn,H,No Precipitation,Sunny,Dodger Stadium,75,from Left to Right,5,(L),0
Jace Fry,NA,P,CHW,NYY,NYA201808280,Brian Knight,Chad Whitson,Mark Carlson,Pat Hoberg,A,No Precipitation,Night,Yankee Stadium III,96,from Right to Left,15,(R),0
Victor Alcantara,NA,P,DET,CLE,DET201807290,Scott Barry,Paul Nauert,Ramon De Jesus,Carlos Torres,H,No Precipitation,Sunny,Comerica Park,78,from Right to Left,5,(R),0
Ehire Adrianza,NA,PR-1B,MIN,SEA,SEA201805260,Will Little,Ted Barrett,Lance Barksdale,Tom Woodring,A,No Precipitation,Cloudy,Safeco Field,64,in from Centerfield,4,(R),0
Pedro Baez,NA,P,LAD,SDP,LAN201908020,Gabe Morales,Jerry Meals,John Libka,Ron Kulpa,H,No Precipitation,Night,Dodger Stadium,79,out to Centerfield,4,(R),0
Stephen Piscotty,7,RF,OAK,STL,OAK201908040,Mark Wegner,Greg Gibson,Stu Scheurwater,Nic Lentz,H,No Precipitation,Sunny,Oakland-Alameda County Coliseum,75,out to Rightfield,10,(R),0
Dwight Smith Jr.,NA,LF,BAL,KCR,KCA201909010,Tony Randazzo,Jeff Nelson,Laz Diaz,Cory Blaser,A,No Precipitation,Overcast,Kauffman Stadium,75,from Left to Right,2,(R),0
Bryce Harper,3,RF,PHI,MIA,MIA201904130,Ryan Additon,Vic Carapazza,Jerry Layne,Hunter Wendelstedt,A,No Precipitation,Cloudy,Marlins Park,79,from Right to Left,11,(R),0
Ildemaro Vargas,8,2B,ARI,STL,SLN201907140,Todd Tichenor,Tom Hallion,John Libka,Adam Hamari,A,No Precipitation,Cloudy,Busch Stadium III,89,out to Leftfield,10,(R),0
Robinson Cano,4,2B,NYM,ATL,NYN201909290,Vic Carapazza,Mark Wegner,Stu Scheurwater,Alan Porter,H,No Precipitation,Sunny,Citi Field,78,in from Leftfield,13,(R),0
Kyle Seager,6,3B,SEA,TOR,TOR201805090,Jeff Kellogg,Marvin Hudson,James Hoye,Quinn Wolcott,A,No Precipitation,Night,Rogers Centre,62,out to Rightfield,12,(L),0
Cam Gallagher,9,DH,KCR,MIN,MIN201809070,Bruce Dreckman,John Libka,Chad Fairchild,Kerwin Danley,A,No Precipitation,Night,Target Field,75,in from Leftfield,13,(R),0
Adam Cimber,NA,P,CLE,CHW,CLE201809200,Marty Foster,Mike Muchlinski,Mike Winters,Ryan Blakney,H,No Precipitation,Cloudy,Progressive Field,82,in from Rightfield,12,(R),0
Luke Maile,NA,C,TOR,CLE,TOR201809080,Todd Tichenor,Chad Whitson,Alan Porter,Angel Hernandez,H,No Precipitation,Cloudy,Rogers Centre,61,from Right to Left,9,(R),0
Max Muncy,2,3B,LAD,ARI,ARI201906040,Adrian Johnson,Quinn Wolcott,Gary Cederstrom,Marvin Hudson,A,No Precipitation,Cloudy,Chase Field,95,out to Rightfield,9,(L),0
Bartolo Colon,NA,P,TEX,TBR,TEX201809190,Cory Blaser,Stu Scheurwater,Gary Cederstrom,Ben May,H,No Precipitation,Sunny,Globe Life Park in Arlington,89,in from Rightfield,8,(L),0
Yusmeiro Petit,NA,P,OAK,BOS,OAK201804220,Tripp Gibson,Brian Gorman,Hunter Wendelstedt,Adrian Johnson,H,No Precipitation,Cloudy,Oakland-Alameda County Coliseum,70,out to Rightfield,9,(R),0
Jonathan Villar,1,SS,BAL,TOR,TOR201909250,Chris Segal,Dan Iassogna,Jansen Visconti,Hunter Wendelstedt,A,No Precipitation,Cloudy,Rogers Centre,72,out to Leftfield,16,(R),0
Luke Voit,3,1B,NYY,CHW,CHA201906130,Todd Tichenor,Phil Cuzzi,Nic Lentz,Adam Hamari,A,No Precipitation,Night,Guaranteed Rate Field,64,from Left to Right,14,(L),0
Jose Bautista,NA,PH,NYM,BAL,NYN201806050,Alfonso Marquez,DJ Reyburn,Ryan Blakney,Sam Holbrook,H,No Precipitation,Cloudy,Citi Field,71,in from Leftfield,11,(L),0
Renato Nunez,4,DH,BAL,NYY,NYA201908140,Ryan Blakney,Tripp Gibson,Marvin Hudson,Mark Carlson,A,No Precipitation,Cloudy,Yankee Stadium III,78,in from Leftfield,11,(R),0
Matthew Joyce,1,LF,OAK,LAA,ANA201804080,Mark Carlson,Brian Knight,Pat Hoberg,Gerry Davis,A,No Precipitation,Cloudy,Angel Stadium of Anaheim,73,from Right to Left,5,(R),1
Jared Hughes,NA,P,PHI,NYM,PHI201908300,Will Little,Joe West,Tripp Gibson,Eric Cooper,H,No Precipitation,Night,Citizens Bank Park,84,out to Centerfield,12,(R),0
Sean Rodriguez,7,3B,PHI,ATL,ATL201906150,Stu Scheurwater,Mark Wegner,Jeremie Rehak,Jim Reynolds,A,No Precipitation,Cloudy,SunTrust Park,82,out to Centerfield,7,(R),0
Pablo Sandoval,NA,PH,SFG,LAD,LAN201904030,David Rackley,Larry Vanover,Alfonso Marquez,Dan Bellino,A,No Precipitation,Cloudy,Dodger Stadium,61,out to Rightfield,6,(L),0
Freddy Galvis,7,SS,SDP,LAA,SDN201808130,Sam Holbrook,Ramon De Jesus,Alfonso Marquez,Jim Wolf,H,No Precipitation,Night,Petco Park,76,from Left to Right,9,(L),1
Sean Newcomb,NA,P,ATL,WSN,WAS201907310,Todd Tichenor,Adam Hamari,Ben May,Phil Cuzzi,A,No Precipitation,Cloudy,Nationals Park,82,from Left to Right,6,(R),0
Scott Alexander,NA,P,LAD,ARI,ARI201809260,Doug Eddings,Joe West,Marty Foster,Mark Ripperger,A,No Precipitation,Night,Chase Field,95,from Left to Right,5,(R),0
Adalberto Mondesi,2,SS,KCR,LAA,KCA201904270,Chad Whitson,Hunter Wendelstedt,Jordan Baker,Jerry Layne,H,No Precipitation,Cloudy,Kauffman Stadium,56,from Left to Right,17,(R),0
Ryan Cordell,9,CF,CHW,MIN,MIN201809282,John Libka,Jim Reynolds,Jansen Visconti,John Tumpane,A,No Precipitation,Night,Target Field,49,in from Rightfield,13,(R),0
Michael A. Taylor,NA,CF,WSN,PHI,WAS201906191,Ryan Additon,Kerwin Danley,Pat Hoberg,Paul Nauert,H,No Precipitation,Cloudy,Nationals Park,81,from Left to Right,5,(L),0
Harrison Bader,NA,PH,STL,CHC,CHN201804170,Jeff Nelson,Laz Diaz,Andy Fletcher,Manny Gonzalez,A,No Precipitation,Night,Wrigley Field,35,in from Rightfield,10,(R),0
Nick Goody,NA,P,CLE,CHW,CLE201909020,Tripp Gibson,Brennan Miller,Chris Conroy,Mark Carlson,H,No Precipitation,Cloudy,Progressive Field,74,from Left to Right,9,(R),0
Willson Contreras,5,C,CHC,PHI,CHN201905220,Mark Carlson,Vic Carapazza,Hunter Wendelstedt,Chris Segal,H,No Precipitation,Cloudy,Wrigley Field,80,out to Centerfield,18,(L),0
Joe Mauer,1,1B,MIN,CLE,CLE201806170,Ryan Blakney,Sam Holbrook,Jim Wolf,DJ Reyburn,A,No Precipitation,Sunny,Progressive Field,88,out to Rightfield,7,(R),0
Ryder Jones,7,1B,SFG,MIL,MIL201809090,Dan Bellino,Adam Hamari,Phil Cuzzi,Tom Hallion,A,No Precipitation,Cloudy,Miller Park,68,from Left to Right,14,(L),0
Charlie Blackmon,NA,PH,COL,SDP,SDN201805150,Ramon De Jesus,David Rackley,Larry Vanover,Hunter Wendelstedt,A,No Precipitation,Sunny,Petco Park,69,out to Rightfield,8,(R),0
Brian Dozier,6,2B,WSN,MIL,WAS201908160,Quinn Wolcott,Mark Ripperger,James Hoye,Kerwin Danley,H,No Precipitation,Cloudy,Nationals Park,87,out to Leftfield,7,(L),0
Peter Moylan,NA,P,ATL,BAL,ATL201806220,Lance Barksdale,Ryan Additon,Will Little,Ted Barrett,H,No Precipitation,Cloudy,SunTrust Park,73,from Right to Left,8,(L),0
Luis Avilan,NA,P,NYM,WSN,NYN201908090,Tripp Gibson,DJ Reyburn,Ryan Blakney,Mark Carlson,H,No Precipitation,Cloudy,Citi Field,80,out to Rightfield,3,(R),0
Matt Moore,NA,P,TEX,OAK,OAK201808210,Chris Segal,Marvin Hudson,Bruce Dreckman,Mike Estabrook,A,No Precipitation,Overcast,Oakland-Alameda County Coliseum,64,out to Rightfield,11,(R),0
Matt Chapman,6,3B,OAK,LAA,ANA201804060,Pat Hoberg,Gerry Davis,Mark Carlson,Brian Knight,A,No Precipitation,Cloudy,Angel Stadium of Anaheim,65,out to Rightfield,4,(R),1
Brad Boxberger,NA,P,ARI,CHC,CHN201807240,Chad Fairchild,Mike Estabrook,Mark Carlson,Bruce Dreckman,A,No Precipitation,Night,Wrigley Field,82,from Right to Left,3,(R),0
Kyle Gibson,NA,P,MIN,CHW,CHA201805060,Gary Cederstrom,Cory Blaser,Stu Scheurwater,Chad Whitson,A,No Precipitation,Cloudy,Guaranteed Rate Field,60,out to Centerfield,6,(R),0
Tommy Milone,NA,P,SEA,TEX,TEX201908310,Jerry Meals,Gabe Morales,Phil Cuzzi,Jansen Visconti,A,No Precipitation,Night,Globe Life Park in Arlington,85,from Left to Right,8,(L),0
Robel Garcia,1,2B,CHC,MIL,MIL201907280,Ryan Additon,Adrian Johnson,Marty Foster,Gary Cederstrom,A,No Precipitation,Cloudy,Miller Park,90,from Right to Left,8,(L),0
Ryan Tepera,NA,P,TOR,ATL,TOR201806200,Mike Muchlinski,Tim Timmons,Rob Drake,Mike Winters,H,No Precipitation,Sunny,Rogers Centre,68,out to Centerfield,8,(L),0
Cameron Maybin,4,LF,MIA,SFG,SFN201806200,Laz Diaz,Manny Gonzalez,Andy Fletcher,Jansen Visconti,A,No Precipitation,Cloudy,AT&T Park,61,out to Centerfield,13,(R),0
Aramis Garcia,NA,C,SFG,LAD,SFN201909290,Sam Holbrook,Jim Wolf,Roberto Ortiz,Manny Gonzalez,H,No Precipitation,Sunny,Oracle Park,64,out to Centerfield,14,(R),0
Clay Buchholz,9,P,ARI,SFG,SFN201808280,Cory Blaser,Tripp Gibson,Brian Gorman,Adrian Johnson,A,No Precipitation,Cloudy,AT&T Park,62,out to Centerfield,12,(R),0
Brandon Nimmo,5,RF,NYM,MIA,NYN201809110,Adam Hamari,Nick Mahrley,Tom Hallion,Dan Bellino,H,No Precipitation,Cloudy,Citi Field,73,in from Rightfield,4,(R),0
Tyler O'Neill,2,RF,STL,PIT,SLN201809120,Laz Diaz,Manny Gonzalez,Jeff Nelson,Andy Fletcher,H,No Precipitation,Cloudy,Busch Stadium III,76,from Right to Left,6,(R),0
Francisco Cervelli,5,DH,PIT,DET,DET201804012,Bill Welke,Tony Randazzo,John Libka,Nic Lentz,A,No Precipitation,Cloudy,Comerica Park,40,out to Leftfield,10,(R),0
Jameson Taillon,9,P,PIT,CIN,CIN201903280,Eric Cooper,Andy Fletcher,Will Little,Joe West,A,No Precipitation,Cloudy,Great American Ball Park,70,from Right to Left,15,(R),0
Nate Jones,NA,P,CHW,STL,SLN201805010,Sam Holbrook,Ryan Blakney,Jim Wolf,DJ Reyburn,A,No Precipitation,Cloudy,Busch Stadium III,81,from Right to Left,16,(R),0
Chris Davis,6,1B,BAL,BOS,BOS201804130,Stu Scheurwater,Gary Cederstrom,Eric Cooper,Cory Blaser,A,No Precipitation,Cloudy,Fenway Park,53,in from Rightfield,7,(R),0
Jake Diekman,NA,P,ARI,SFG,SFN201808280,Cory Blaser,Tripp Gibson,Brian Gorman,Adrian Johnson,A,No Precipitation,Cloudy,AT&T Park,62,out to Centerfield,12,(R),0
Mike Zunino,8,C,SEA,CHW,CHA201804230,Mike Estabrook,Alfonso Marquez,Bruce Dreckman,Chad Fairchild,A,No Precipitation,Overcast,Guaranteed Rate Field,54,from Left to Right,14,(R),1
Scott Barlow,NA,P,KCR,CLE,KCA201907250,Larry Vanover,Ramon De Jesus,David Rackley,Eric Cooper,H,No Precipitation,Cloudy,Kauffman Stadium,80,from Right to Left,6,(L),0
Mike Moustakas,NA,PH,MIL,COL,MIL201808040,Adrian Johnson,Brian O'Nora,Tripp Gibson,Ryan Additon,H,No Precipitation,Night,Miller Park,89,in from Centerfield,12,(R),0
A.J. Ellis,NA,PH,SDP,CHC,SDN201807150,Sam Holbrook,Jim Wolf,DJ Reyburn,Ryan Blakney,H,No Precipitation,Cloudy,Petco Park,78,from Left to Right,9,(L),0
Tommy Hunter,NA,P,PHI,NYM,PHI201808190,Jeremie Rehak,Mark Ripperger,Gerry Davis,Chris Guccione,H,No Precipitation,Cloudy,BB&T Park,74,out to Centerfield,5,(R),0
Austin Hedges,5,C,SDP,TEX,SDN201809150,Ryan Blakney,Chris Conroy,CB Bucknor,Fieldin Culbreth,H,No Precipitation,Night,Petco Park,78,from Left to Right,11,(L),0
Jerry Blevins,NA,P,NYM,PHI,PHI201809190,Manny Gonzalez,Jeff Nelson,Laz Diaz,Sean Barber,A,No Precipitation,Night,Citizens Bank Park,83,in from Centerfield,8,(R),0
Craig Stammen,NA,P,SDP,SEA,SEA201809120,Gabe Morales,Ramon De Jesus,Jerry Meals,Ed Hickox,A,No Precipitation,Cloudy,Safeco Field,65,out to Leftfield,1,(L),0
Eduardo Escobar,3,3B,MIN,CHW,MIN201806060,Chris Conroy,Brian O'Nora,Fieldin Culbreth,CB Bucknor,H,No Precipitation,Night,Target Field,77,out to Rightfield,8,(R),0
Martin Prado,NA,3B,MIA,COL,COL201908170,Ramon De Jesus,Cory Blaser,Tony Randazzo,Jeff Nelson,A,No Precipitation,Cloudy,Coors Field,84,out to Leftfield,5,(R),0
Eric Thames,1,RF-1B,MIL,WSN,MIL201807250,John Tumpane,Nic Lentz,Mark Wegner,Dan Bellino,H,No Precipitation,Cloudy,Miller Park,84,out to Leftfield,8,(R),0
Melky Cabrera,6,RF,CLE,CHW,CHA201806130,Carlos Torres,Paul Nauert,Tom Woodring,Scott Barry,A,No Precipitation,Night,Guaranteed Rate Field,76,in from Leftfield,8,(R),0
C.J. Cron,8,1B,MIN,BOS,BOS201909050,CB Bucknor,DJ Reyburn,Ramon De Jesus,Fieldin Culbreth,A,No Precipitation,Cloudy,Fenway Park,64,from Right to Left,7,(L),0
Pedro Baez,NA,P,LAD,MIA,LAN201804240,Joe West,Doug Eddings,Marty Foster,Mark Ripperger,H,No Precipitation,Cloudy,Dodger Stadium,65,from Left to Right,5,(R),0
Yuli Gurriel,4,1B,HOU,OAK,OAK201906020,Jim Reynolds,Stu Scheurwater,Roberto Ortiz,Alan Porter,A,No Precipitation,Cloudy,Oakland-Alameda County Coliseum,66,out to Rightfield,5,(R),0
Michael A. Taylor,NA,CF,WSN,SDP,SDN201805090,Roberto Ortiz,Brian Gorman,Tripp Gibson,Mike DiMuro,A,No Precipitation,Night,Petco Park,67,from Left to Right,9,(L),0
Franmil Reyes,NA,PH,SDP,ARI,SDN201808170,Eric Cooper,Quinn Wolcott,Sean Barber,James Hoye,H,No Precipitation,Night,Petco Park,77,from Left to Right,8,(L),0
Logan Morrison,NA,PH,PHI,PIT,PHI201908270,Alex Tosi,Mark Ripperger,Brian O'Nora,James Hoye,H,No Precipitation,Cloudy,Citizens Bank Park,75,out to Centerfield,5,(L),1
Jason Kipnis,7,2B,CLE,NYY,CLE201906080,Larry Vanover,Dan Bellino,David Rackley,Sean Barber,H,No Precipitation,Cloudy,Progressive Field,75,from Right to Left,11,(R),0
Ryan McMahon,7,2B,COL,SDP,COL201905120,Jeff Kellogg,Brian O'Nora,James Hoye,Mark Ripperger,H,No Precipitation,Sunny,Coors Field,67,out to Leftfield,3,(R),0
Justin Turner,3,3B,LAD,CHC,LAN201806270,Alan Porter,Angel Hernandez,Bill Miller,Todd Tichenor,H,No Precipitation,Night,Dodger Stadium,74,from Left to Right,5,(L),0
Jordy Mercer,7,SS,DET,SEA,SEA201907270,John Tumpane,Ted Barrett,Lance Barksdale,Kerwin Danley,A,No Precipitation,Cloudy,T-Mobile Park,65,out to Rightfield,2,(L),0
Seth Lugo,NA,P,NYM,LAD,NYN201909140,Vic Carapazza,Dan Iassogna,Hunter Wendelstedt,Ben May,H,No Precipitation,Cloudy,Citi Field,72,out to Leftfield,6,(R),0
Dakota Hudson,NA,P,STL,PIT,SLN201808300,Jansen Visconti,Tim Timmons,Alan Porter,Mike Winters,H,No Precipitation,Cloudy,Busch Stadium III,80,in from Leftfield,3,(R),0
Zack Littell,NA,P,MIN,DET,DET201909020,John Libka,Carlos Torres,Angel Hernandez,Paul Nauert,A,No Precipitation,Sunny,Comerica Park,76,from Right to Left,8,(R),0
Victor Reyes,9,LF,DET,MIN,DET201808110,Chad Fairchild,Mike Estabrook,Angel Hernandez,Bruce Dreckman,H,No Precipitation,Cloudy,Comerica Park,81,from Left to Right,6,(L),0
Logan Forsythe,3,2B,MIN,NYY,MIN201809110,Sean Barber,Quinn Wolcott,Marvin Hudson,James Hoye,H,No Precipitation,Cloudy,Target Field,82,from Right to Left,20,(R),0
Josh Reddick,8,RF,HOU,CLE,CLE201908010,Hunter Wendelstedt,Laz Diaz,Chris Segal,Vic Carapazza,A,No Precipitation,Night,Progressive Field,78,in from Rightfield,9,(R),0
Jeurys Familia,NA,P,OAK,LAA,ANA201809290,Marty Foster,Mark Ripperger,Doug Eddings,Joe West,A,No Precipitation,Night,Angel Stadium of Anaheim,73,out to Centerfield,8,(R),0
Alex Avila,6,C,ARI,PIT,PIT201806210,Eric Cooper,Gary Cederstrom,Cory Blaser,Stu Scheurwater,A,No Precipitation,Cloudy,PNC Park,76,in from Leftfield,7,(R),1
Mike Freeman,7,2B,CLE,CHW,CHA201909260,Shane Livensparger,Brian O'Nora,Mark Ripperger,James Hoye,A,No Precipitation,Cloudy,Guaranteed Rate Field,66,in from Centerfield,6,(R),0
Starlin Castro,3,2B,MIA,ATL,ATL201805190,Roberto Ortiz,Ed Hickox,Jerry Meals,Gabe Morales,A,No Precipitation,Cloudy,SunTrust Park,86,from Right to Left,3,(R),0
Will Smith,NA,P,SFG,LAD,LAN201806150,Dan Bellino,Adam Hamari,Tom Hallion,Phil Cuzzi,A,No Precipitation,Night,Dodger Stadium,71,out to Rightfield,5,(L),0
Jed Lowrie,3,3B,OAK,DET,DET201806250,Ted Barrett,Lance Barksdale,Ryan Additon,Will Little,A,No Precipitation,Cloudy,Comerica Park,73,from Left to Right,11,(R),1
John Axford,NA,P,LAD,COL,COL201808100,Quinn Wolcott,Sean Barber,Jeff Kellogg,James Hoye,A,No Precipitation,Night,Coors Field,88,in from Centerfield,8,(R),0
Robinson Cano,3,2B,NYM,PHI,PHI201904160,Ted Barrett,Kerwin Danley,Lance Barksdale,John Tumpane,A,No Precipitation,Cloudy,Citizens Bank Park,63,from Left to Right,13,(L),0
Jesse Biddle,NA,P,ATL,TBR,ATL201808290,Bruce Dreckman,Mike Estabrook,Chad Fairchild,Kerwin Danley,H,No Precipitation,Cloudy,SunTrust Park,80,from Right to Left,5,(L),0
Austin Slater,6,LF,SFG,LAD,LAN201808140,Stu Scheurwater,Ryan Additon,Cory Blaser,Eric Cooper,A,No Precipitation,Night,Dodger Stadium,77,out to Centerfield,5,(L),0
Luis Valbuena,7,3B,LAA,BAL,ANA201805030,Dan Iassogna,Mike DiMuro,Roberto Ortiz,Brian Gorman,H,No Precipitation,Night,Angel Stadium of Anaheim,71,out to Centerfield,8,(R),0
Jose Rondon,7,3B,CHW,CLE,CHA201905140,Rob Drake,Mike Muchlinski,Mike Winters,Tim Timmons,H,No Precipitation,Sunny,Guaranteed Rate Field,68,from Left to Right,3,(L),0
Carlos Estevez,NA,P,COL,CIN,CIN201907270,Bill Miller,Nic Lentz,Mark Wegner,Alan Porter,A,No Precipitation,Night,Great American Ball Park,88,from Right to Left,8,(R),0
Tony Kemp,8,2B,CHC,SFG,CHN201908200,Carlos Torres,Paul Nauert,Angel Hernandez,Ed Hickox,H,No Precipitation,Cloudy,Wrigley Field,76,out to Leftfield,2,(L),0
Willie Calhoun,3,LF,TEX,NYY,TEX201909290,Alex Tosi,Gary Cederstrom,Adrian Johnson,Jordan Baker,H,No Precipitation,Cloudy,Globe Life Park in Arlington,91,from Right to Left,14,(R),0
Christian Walker,NA,PH,ARI,SFG,SFN201804100,Scott Barry,Carlos Torres,Kerwin Danley,Paul Nauert,A,No Precipitation,Overcast,AT&T Park,55,out to Centerfield,13,(L),0
Ryan Court,8,RF-1B,SEA,DET,SEA201907270,John Tumpane,Ted Barrett,Lance Barksdale,Kerwin Danley,H,No Precipitation,Cloudy,T-Mobile Park,65,out to Rightfield,2,(L),0
Rougned Odor,7,2B,TEX,MIN,MIN201907050,Pat Hoberg,Gerry Davis,Brian Knight,Brennan Miller,A,Rain,Overcast,Target Field,74,from Left to Right,13,(R),0
Michael Brantley,2,LF,HOU,NYY,NYA201906200,Dan Iassogna,Manny Gonzalez,Sean Barber,Sam Holbrook,A,No Precipitation,Cloudy,Yankee Stadium III,73,from Right to Left,6,(L),0
Luke Voit,3,1B,NYY,LAA,NYA201909190,Jansen Visconti,Bill Miller,Doug Eddings,Chad Whitson,H,No Precipitation,Night,Yankee Stadium III,68,from Right to Left,5,(R),0
Mike Foltynewicz,9,P,ATL,LAD,ATL201908170,Fieldin Culbreth,CB Bucknor,DJ Reyburn,Paul Nauert,H,No Precipitation,Night,SunTrust Park,91,from Left to Right,4,(R),0
Blaine Hardy,NA,P,DET,CHW,CHA201907031,Mark Wegner,Jansen Visconti,Chris Conroy,Bill Miller,A,No Precipitation,Cloudy,Guaranteed Rate Field,80,out to Rightfield,4,(L),0
Terrance Gore,9,CF,KCR,CHW,KCA201906080,Paul Emmel,Mike Estabrook,Chad Fairchild,Bruce Dreckman,H,No Precipitation,Sunny,Kauffman Stadium,86,in from Rightfield,9,(R),0
Chris Rusin,NA,P,COL,SFG,SFN201805190,Chris Conroy,Chris Segal,Brian O'Nora,CB Bucknor,A,No Precipitation,Cloudy,AT&T Park,61,out to Centerfield,22,(R),0
Jake Odorizzi,NA,P,MIN,OAK,MIN201808240,Mike Winters,Jansen Visconti,Tim Timmons,Mike Muchlinski,H,No Precipitation,Cloudy,Target Field,66,in from Centerfield,9,(R),0
James McCann,6,C,CHW,SEA,SEA201909140,Alex Tosi,Marvin Hudson,Quinn Wolcott,Adrian Johnson,A,No Precipitation,Cloudy,T-Mobile Park,67,out to Centerfield,1,(R),0
Leonys Martin,7,CF,DET,BOS,BOS201806070,Mark Wegner,John Tumpane,Mike DiMuro,Jeremie Rehak,A,No Precipitation,Cloudy,Fenway Park,67,out to Leftfield,14,(L),1
Adam Engel,9,CF,CHW,CLE,CLE201909050,Mark Carlson,Tripp Gibson,Brennan Miller,Chris Conroy,A,No Precipitation,Sunny,Progressive Field,70,in from Rightfield,11,(R),0
Luis Arraez,NA,PH-2B,MIN,DET,DET201908310,Angel Hernandez,Alfonso Marquez,John Libka,Carlos Torres,A,No Precipitation,Cloudy,Comerica Park,70,from Left to Right,9,(L),0
Ehire Adrianza,9,2B,MIN,TEX,TEX201808310,Bill Miller,Alan Porter,Angel Hernandez,Todd Tichenor,A,No Precipitation,Cloudy,Globe Life Park in Arlington,94,in from Centerfield,12,(L),0
Gregory Soto,NA,P,DET,BOS,DET201907070,Joe West,Eric Cooper,Andy Fletcher,Will Little,H,No Precipitation,Cloudy,Comerica Park,77,from Left to Right,10,(L),0
Trevor May,NA,P,MIN,KCR,KCA201904030,Brian O'Nora,James Hoye,Mark Ripperger,Jeff Kellogg,A,No Precipitation,Cloudy,Kauffman Stadium,60,from Right to Left,13,(R),0
Brandon Crawford,6,SS,SFG,PIT,PIT201904200,John Tumpane,Ted Barrett,Kerwin Danley,Lance Barksdale,A,No Precipitation,Cloudy,PNC Park,67,out to Leftfield,11,(L),0
Alex Avila,NA,PH,ARI,SDP,SDN201808190,Sean Barber,James Hoye,Eric Cooper,Quinn Wolcott,A,No Precipitation,Sunny,Petco Park,81,from Left to Right,14,(R),0
David Dahl,3,CF,COL,SFG,COL201908020,Adam Hamari,Ben May,Phil Cuzzi,Todd Tichenor,H,No Precipitation,Cloudy,Coors Field,86,in from Centerfield,8,(R),0
Tim Anderson,8,SS,CHW,PIT,PIT201805150,Bruce Dreckman,Mike Estabrook,Kerwin Danley,Chad Fairchild,A,No Precipitation,Cloudy,PNC Park,77,out to Centerfield,10,(R),0
Tony Cingrani,NA,P,LAD,WSN,LAN201804220,Tom Hallion,Chris Segal,Dan Bellino,Phil Cuzzi,H,No Precipitation,Night,Dodger Stadium,78,out to Rightfield,7,(L),0
Ryan Braun,3,LF,MIL,CHC,MIL201907270,Gary Cederstrom,Ryan Additon,Adrian Johnson,Marty Foster,H,No Precipitation,Cloudy,Miller Park,88,from Right to Left,15,(R),0
Eduardo Nunez,NA,3B,BOS,TOR,BOS201906230,Tom Hallion,Adam Hamari,Todd Tichenor,Phil Cuzzi,H,No Precipitation,Sunny,Fenway Park,84,from Left to Right,12,(R),0
Cristhian Adames,8,2B,SFG,BOS,BOS201909190,Joe West,No Umpire,Eric Cooper,Will Little,A,No Precipitation,Sunny,Fenway Park,63,in from Rightfield,9,(L),0
Daniel Vogelbach,6,DH,SEA,DET,DET201908150,Joe West,Eric Cooper,Jansen Visconti,Will Little,A,No Precipitation,Cloudy,Comerica Park,78,from Left to Right,6,(R),0
Shawn Armstrong,NA,P,BAL,TEX,TEX201906050,Jeff Kellogg,James Hoye,Mark Ripperger,Brian O'Nora,A,No Precipitation,Cloudy,Globe Life Park in Arlington,81,in from Leftfield,8,(L),0
Jason Heyward,8,RF,CHC,STL,SLN201805060,Alan Porter,Bill Miller,Angel Hernandez,Todd Tichenor,A,No Precipitation,Cloudy,Busch Stadium III,80,from Left to Right,9,(L),0
Eugenio Suarez,5,3B,CIN,LAD,LAN201805100,Alan Porter,Jeremie Rehak,Angel Hernandez,Bill Miller,A,No Precipitation,Cloudy,Dodger Stadium,67,from Left to Right,4,(R),0
Rich Hill,9,P,LAD,ATL,ATL201807260,Quinn Wolcott,Jeff Kellogg,Shane Livensparger,Marvin Hudson,A,No Precipitation,Cloudy,SunTrust Park,85,from Right to Left,6,(L),0
Harold Castro,2,2B,DET,NYY,DET201909100,Dan Iassogna,Nick Mahrley,Hunter Wendelstedt,Vic Carapazza,H,No Precipitation,Night,Comerica Park,83,from Right to Left,10,(R),0
Mike Trout,2,CF,LAA,OAK,OAK201905270,James Hoye,Mark Ripperger,Tom Woodring,Brian O'Nora,A,No Precipitation,Cloudy,Oakland-Alameda County Coliseum,59,out to Rightfield,12,(R),0
Brandon Workman,NA,P,BOS,SEA,SEA201903310,Larry Vanover,Alfonso Marquez,Dan Bellino,David Rackley,A,No Precipitation,Sunny,T-Mobile Park,54,out to Centerfield,5,(R),0
Ivan Nova,9,P,PIT,MIL,MIL201809150,Adrian Johnson,Brian Gorman,Nic Lentz,Tripp Gibson,A,No Precipitation,Night,Miller Park,77,in from Leftfield,6,(R),0
Derek Holland,NA,P,SFG,ARI,SFN201905240,Mark Ripperger,Tom Woodring,Brian O'Nora,James Hoye,H,No Precipitation,Cloudy,Oracle Park,57,out to Centerfield,15,(L),0
